Time,Source,Destination,Length
2.038167,10.1.10.11,104.198.218.190,983
2.126306,10.1.10.11,104.198.218.190,983
2.207307,10.1.10.11,104.198.218.190,983
2.296388,10.1.10.11,104.198.218.190,983
2.389479,10.1.10.11,104.198.218.190,983
2.476032,10.1.10.11,104.198.218.190,983
2.557031,10.1.10.11,104.198.218.190,983
2.647217,10.1.10.11,104.198.218.190,983
2.730040,10.1.10.11,104.198.218.190,983
2.817427,10.1.10.11,104.198.218.190,983
2.900355,10.1.10.11,104.198.218.190,983
2.986447,10.1.10.11,104.198.218.190,983
3.067007,10.1.10.11,104.198.218.190,983
3.160587,10.1.10.11,104.198.218.190,983
3.260672,10.1.10.11,104.198.218.190,983
3.345240,10.1.10.11,104.198.218.190,983
3.427926,10.1.10.11,104.198.218.190,983
3.507584,10.1.10.11,104.198.218.190,983
3.596317,10.1.10.11,104.198.218.190,983
3.676933,10.1.10.11,104.198.218.190,983
3.777856,10.1.10.11,104.198.218.190,983
3.862596,10.1.10.11,104.198.218.190,983
3.946782,10.1.10.11,104.198.218.190,983
4.026623,10.1.10.11,104.198.218.190,983
4.116911,10.1.10.11,104.198.218.190,983
4.196973,10.1.10.11,104.198.218.190,983
4.289470,10.1.10.11,104.198.218.190,983
4.383831,10.1.10.11,104.198.218.190,983
4.476603,10.1.10.11,104.198.218.190,983
4.568185,10.1.10.11,104.198.218.190,983
4.646563,10.1.10.11,104.198.218.190,983
4.737020,10.1.10.11,104.198.218.190,983
4.816599,10.1.10.11,104.198.218.190,983
4.906469,10.1.10.11,104.198.218.190,983
4.986887,10.1.10.11,104.198.218.190,983
5.087648,10.1.10.11,104.198.218.190,983
5.166446,10.1.10.11,104.198.218.190,983
5.257279,10.1.10.11,104.198.218.190,983
5.337478,10.1.10.11,104.198.218.190,983
5.429368,10.1.10.11,104.198.218.190,983
5.506237,10.1.10.11,104.198.218.190,983
5.597145,10.1.10.11,104.198.218.190,983
5.676254,10.1.10.11,104.198.218.190,983
5.766488,10.1.10.11,104.198.218.190,983
5.857009,10.1.10.11,104.198.218.190,983
5.941252,10.1.10.11,104.198.218.190,983
6.026388,10.1.10.11,104.198.218.190,983
6.106986,10.1.10.11,104.198.218.190,983
6.196664,10.1.10.11,104.198.218.190,983
6.276795,10.1.10.11,104.198.218.190,983
6.365919,10.1.10.11,104.198.218.190,983
6.456688,10.1.10.11,104.198.218.190,983
6.547064,10.1.10.11,104.198.218.190,983
6.626902,10.1.10.11,104.198.218.190,983
6.716918,10.1.10.11,104.198.218.190,983
6.796932,10.1.10.11,104.198.218.190,983
6.885943,10.1.10.11,104.198.218.190,983
6.966513,10.1.10.11,104.198.218.190,983
7.056135,10.1.10.11,104.198.218.190,983
7.146386,10.1.10.11,104.198.218.190,983
7.229513,10.1.10.11,104.198.218.190,983
7.316873,10.1.10.11,104.198.218.190,983
7.403344,10.1.10.11,104.198.218.190,983
7.485803,10.1.10.11,104.198.218.190,983
7.567081,10.1.10.11,104.198.218.190,983
7.656991,10.1.10.11,104.198.218.190,983
7.737256,10.1.10.11,104.198.218.190,983
7.826949,10.1.10.11,104.198.218.190,983
7.906222,10.1.10.11,104.198.218.190,983
8.000681,10.1.10.11,104.198.218.190,983
8.087518,10.1.10.11,104.198.218.190,983
8.177185,10.1.10.11,104.198.218.190,983
8.256792,10.1.10.11,104.198.218.190,983
8.346791,10.1.10.11,104.198.218.190,983
8.438333,10.1.10.11,104.198.218.190,983
8.516387,10.1.10.11,104.198.218.190,983
8.606465,10.1.10.11,104.198.218.190,983
8.686114,10.1.10.11,104.198.218.190,983
8.777348,10.1.10.11,104.198.218.190,983
8.856013,10.1.10.11,104.198.218.190,983
8.946748,10.1.10.11,104.198.218.190,983
9.035151,10.1.10.11,104.198.218.190,983
9.116397,10.1.10.11,104.198.218.190,983
9.197106,10.1.10.11,104.198.218.190,983
9.287429,10.1.10.11,104.198.218.190,983
9.366581,10.1.10.11,104.198.218.190,983
9.456791,10.1.10.11,104.198.218.190,983
9.536980,10.1.10.11,104.198.218.190,983
9.626536,10.1.10.11,104.198.218.190,983
9.717666,10.1.10.11,104.198.218.190,983
9.796437,10.1.10.11,104.198.218.190,983
9.886748,10.1.10.11,104.198.218.190,983
9.966790,10.1.10.11,104.198.218.190,983
10.061802,10.1.10.11,104.198.218.190,983
10.139901,10.1.10.11,104.198.218.190,983
10.225849,10.1.10.11,104.198.218.190,983
10.306292,10.1.10.11,104.198.218.190,983
10.397078,10.1.10.11,104.198.218.190,983
10.476260,10.1.10.11,104.198.218.190,983
10.566635,10.1.10.11,104.198.218.190,983
10.655371,10.1.10.11,104.198.218.190,983
10.737097,10.1.10.11,104.198.218.190,983
10.817291,10.1.10.11,104.198.218.190,983
10.905941,10.1.10.11,104.198.218.190,983
10.995905,10.1.10.11,104.198.218.190,983
11.076055,10.1.10.11,104.198.218.190,983
11.166892,10.1.10.11,104.198.218.190,983
11.256590,10.1.10.11,104.198.218.190,983
11.346613,10.1.10.11,104.198.218.190,983
11.427139,10.1.10.11,104.198.218.190,983
11.517278,10.1.10.11,104.198.218.190,983
11.596398,10.1.10.11,104.198.218.190,983
11.687299,10.1.10.11,104.198.218.190,983
11.767418,10.1.10.11,104.198.218.190,983
11.856080,10.1.10.11,104.198.218.190,983
11.936103,10.1.10.11,104.198.218.190,983
12.027890,10.1.10.11,104.198.218.190,983
12.108608,10.1.10.11,104.198.218.190,983
12.197453,10.1.10.11,104.198.218.190,983
12.298540,10.1.10.11,104.198.218.190,983
12.376857,10.1.10.11,104.198.218.190,983
12.466575,10.1.10.11,104.198.218.190,983
12.547106,10.1.10.11,104.198.218.190,983
12.636212,10.1.10.11,104.198.218.190,983
12.727881,10.1.10.11,104.198.218.190,983
12.836251,10.1.10.11,104.198.218.190,983
12.917079,10.1.10.11,104.198.218.190,983
13.006537,10.1.10.11,104.198.218.190,983
13.091740,10.1.10.11,104.198.218.190,983
13.176689,10.1.10.11,104.198.218.190,983
13.257449,10.1.10.11,104.198.218.190,983
13.366105,10.1.10.11,104.198.218.190,983
13.446588,10.1.10.11,104.198.218.190,983
13.536718,10.1.10.11,104.198.218.190,983
13.627003,10.1.10.11,104.198.218.190,983
13.706148,10.1.10.11,104.198.218.190,983
13.797048,10.1.10.11,104.198.218.190,983
13.876941,10.1.10.11,104.198.218.190,983
13.965828,10.1.10.11,104.198.218.190,983
14.046028,10.1.10.11,104.198.218.190,983
14.136639,10.1.10.11,104.198.218.190,983
14.216211,10.1.10.11,104.198.218.190,983
14.306307,10.1.10.11,104.198.218.190,983
14.386901,10.1.10.11,104.198.218.190,983
14.476578,10.1.10.11,104.198.218.190,983
0.077097,10.1.10.11,104.198.218.190,983
0.186339,10.1.10.11,104.198.218.190,983
0.266303,10.1.10.11,104.198.218.190,983
0.355626,10.1.10.11,104.198.218.190,983
0.436352,10.1.10.11,104.198.218.190,983
0.525876,10.1.10.11,104.198.218.190,983
0.606365,10.1.10.11,104.198.218.190,983
0.706748,10.1.10.11,104.198.218.190,983
0.817084,10.1.10.11,104.198.218.190,983
0.896626,10.1.10.11,104.198.218.190,983
0.985759,10.1.10.11,104.198.218.190,983
1.067704,10.1.10.11,104.198.218.190,983
1.155643,10.1.10.11,104.198.218.190,983
1.240958,10.1.10.11,104.198.218.190,983
1.338328,10.1.10.11,104.198.218.190,983
1.415990,10.1.10.11,104.198.218.190,983
1.508685,10.1.10.11,104.198.218.190,983
1.587467,10.1.10.11,104.198.218.190,983
1.676910,10.1.10.11,104.198.218.190,983
1.761084,10.1.10.11,104.198.218.190,983
1.845536,10.1.10.11,104.198.218.190,983
1.925614,10.1.10.11,104.198.218.190,983
2.016488,10.1.10.11,104.198.218.190,983
2.106131,10.1.10.11,104.198.218.190,983
2.185970,10.1.10.11,104.198.218.190,983
2.275493,10.1.10.11,104.198.218.190,983
2.363037,10.1.10.11,104.198.218.190,983
2.450350,10.1.10.11,104.198.218.190,983
2.525526,10.1.10.11,104.198.218.190,983
2.620127,10.1.10.11,104.198.218.190,983
2.696108,10.1.10.11,104.198.218.190,983
2.795606,10.1.10.11,104.198.218.190,983
2.876009,10.1.10.11,104.198.218.190,983
2.966790,10.1.10.11,104.198.218.190,983
3.046034,10.1.10.11,104.198.218.190,983
3.142083,10.1.10.11,104.198.218.190,983
3.215691,10.1.10.11,104.198.218.190,983
3.308326,10.1.10.11,104.198.218.190,983
3.410912,10.1.10.11,104.198.218.190,983
3.485744,10.1.10.11,104.198.218.190,983
3.577963,10.1.10.11,104.198.218.190,983
3.656109,10.1.10.11,104.198.218.190,983
3.746097,10.1.10.11,104.198.218.190,983
3.836876,10.1.10.11,104.198.218.190,983
3.925815,10.1.10.11,104.198.218.190,983
4.005912,10.1.10.11,104.198.218.190,983
4.099458,10.1.10.11,104.198.218.190,983
4.176221,10.1.10.11,104.198.218.190,983
4.266472,10.1.10.11,104.198.218.190,983
4.346741,10.1.10.11,104.198.218.190,983
4.457017,10.1.10.11,104.198.218.190,983
4.536947,10.1.10.11,104.198.218.190,983
4.635641,10.1.10.11,104.198.218.190,983
4.715627,10.1.10.11,104.198.218.190,983
4.796687,10.1.10.11,104.198.218.190,983
4.886865,10.1.10.11,104.198.218.190,983
4.967770,10.1.10.11,104.198.218.190,983
5.057246,10.1.10.11,104.198.218.190,983
5.135733,10.1.10.11,104.198.218.190,983
5.227660,10.1.10.11,104.198.218.190,983
5.306035,10.1.10.11,104.198.218.190,983
5.406296,10.1.10.11,104.198.218.190,983
5.496810,10.1.10.11,104.198.218.190,983
5.586419,10.1.10.11,104.198.218.190,983
5.665908,10.1.10.11,104.198.218.190,983
5.755740,10.1.10.11,104.198.218.190,983
5.839034,10.1.10.11,104.198.218.190,983
5.926685,10.1.10.11,104.198.218.190,983
6.023838,10.1.10.11,104.198.218.190,983
6.095785,10.1.10.11,104.198.218.190,983
6.186412,10.1.10.11,104.198.218.190,983
6.266241,10.1.10.11,104.198.218.190,983
6.357498,10.1.10.11,104.198.218.190,983
6.439833,10.1.10.11,104.198.218.190,983
6.526883,10.1.10.11,104.198.218.190,983
6.608554,10.1.10.11,104.198.218.190,983
6.696383,10.1.10.11,104.198.218.190,983
6.775443,10.1.10.11,104.198.218.190,983
6.866244,10.1.10.11,104.198.218.190,983
6.947371,10.1.10.11,104.198.218.190,983
7.049485,10.1.10.11,104.198.218.190,983
7.127811,10.1.10.11,104.198.218.190,983
7.216313,10.1.10.11,104.198.218.190,983
7.306032,10.1.10.11,104.198.218.190,983
7.386543,10.1.10.11,104.198.218.190,983
7.497792,10.1.10.11,104.198.218.190,983
7.576828,10.1.10.11,104.198.218.190,983
7.669029,10.1.10.11,104.198.218.190,983
7.745714,10.1.10.11,104.198.218.190,983
7.836211,10.1.10.11,104.198.218.190,983
7.915442,10.1.10.11,104.198.218.190,983
8.006473,10.1.10.11,104.198.218.190,983
8.087503,10.1.10.11,104.198.218.190,983
8.179654,10.1.10.11,104.198.218.190,983
8.257468,10.1.10.11,104.198.218.190,983
8.346019,10.1.10.11,104.198.218.190,983
8.427145,10.1.10.11,104.198.218.190,983
8.528370,10.1.10.11,104.198.218.190,983
8.616892,10.1.10.11,104.198.218.190,983
8.697279,10.1.10.11,104.198.218.190,983
8.786527,10.1.10.11,104.198.218.190,983
8.867785,10.1.10.11,104.198.218.190,983
8.957135,10.1.10.11,104.198.218.190,983
9.048434,10.1.10.11,104.198.218.190,983
9.138297,10.1.10.11,104.198.218.190,983
9.216436,10.1.10.11,104.198.218.190,983
9.307140,10.1.10.11,104.198.218.190,983
9.387752,10.1.10.11,104.198.218.190,983
9.476287,10.1.10.11,104.198.218.190,983
9.558039,10.1.10.11,104.198.218.190,983
9.648735,10.1.10.11,104.198.218.190,983
9.726328,10.1.10.11,104.198.218.190,983
9.815996,10.1.10.11,104.198.218.190,983
9.910491,10.1.10.11,104.198.218.190,983
9.985377,10.1.10.11,104.198.218.190,983
10.076107,10.1.10.11,104.198.218.190,983
10.157235,10.1.10.11,104.198.218.190,983
10.250798,10.1.10.11,104.198.218.190,983
10.326359,10.1.10.11,104.198.218.190,983
10.417050,10.1.10.11,104.198.218.190,983
10.495426,10.1.10.11,104.198.218.190,983
10.587361,10.1.10.11,104.198.218.190,983
10.670227,10.1.10.11,104.198.218.190,983
10.759656,10.1.10.11,104.198.218.190,983
10.837130,10.1.10.11,104.198.218.190,983
10.926604,10.1.10.11,104.198.218.190,983
11.010220,10.1.10.11,104.198.218.190,983
11.096626,10.1.10.11,104.198.218.190,983
11.186344,10.1.10.11,104.198.218.190,983
11.269664,10.1.10.11,104.198.218.190,983
11.355905,10.1.10.11,104.198.218.190,983
11.435772,10.1.10.11,104.198.218.190,983
11.525770,10.1.10.11,104.198.218.190,983
11.609216,10.1.10.11,104.198.218.190,983
11.695921,10.1.10.11,104.198.218.190,983
11.776535,10.1.10.11,104.198.218.190,983
11.876685,10.1.10.11,104.198.218.190,983
11.956884,10.1.10.11,104.198.218.190,983
12.046132,10.1.10.11,104.198.218.190,983
12.127029,10.1.10.11,104.198.218.190,983
12.216190,10.1.10.11,104.198.218.190,983
12.296134,10.1.10.11,104.198.218.190,983
12.386481,10.1.10.11,104.198.218.190,983
12.475774,10.1.10.11,104.198.218.190,983
12.556956,10.1.10.11,104.198.218.190,983
12.646914,10.1.10.11,104.198.218.190,983
12.728349,10.1.10.11,104.198.218.190,983
12.816114,10.1.10.11,104.198.218.190,983
12.898949,10.1.10.11,104.198.218.190,983
12.986020,10.1.10.11,104.198.218.190,983
13.067540,10.1.10.11,104.198.218.190,983
13.156988,10.1.10.11,104.198.218.190,983
13.236429,10.1.10.11,104.198.218.190,983
13.326113,10.1.10.11,104.198.218.190,983
13.406207,10.1.10.11,104.198.218.190,983
13.495706,10.1.10.11,104.198.218.190,983
13.577835,10.1.10.11,104.198.218.190,983
13.666355,10.1.10.11,104.198.218.190,983
13.757301,10.1.10.11,104.198.218.190,983
13.837046,10.1.10.11,104.198.218.190,983
13.926299,10.1.10.11,104.198.218.190,983
14.006662,10.1.10.11,104.198.218.190,983
14.096311,10.1.10.11,104.198.218.190,983
14.176231,10.1.10.11,104.198.218.190,983
14.266963,10.1.10.11,104.198.218.190,983
14.346228,10.1.10.11,104.198.218.190,983
14.435930,10.1.10.11,104.198.218.190,983
14.516302,10.1.10.11,104.198.218.190,983
14.605895,10.1.10.11,104.198.218.190,983
14.688257,10.1.10.11,104.198.218.190,983
14.779520,10.1.10.11,104.198.218.190,983
14.856384,10.1.10.11,104.198.218.190,983
14.951155,10.1.10.11,104.198.218.190,983
15.036103,10.1.10.11,104.198.218.190,983
15.117046,10.1.10.11,104.198.218.190,983
15.205839,10.1.10.11,104.198.218.190,983
15.287660,10.1.10.11,104.198.218.190,983
15.376996,10.1.10.11,104.198.218.190,983
15.455811,10.1.10.11,104.198.218.190,983
15.547340,10.1.10.11,104.198.218.190,983
15.627679,10.1.10.11,104.198.218.190,983
15.716312,10.1.10.11,104.198.218.190,983
15.802532,10.1.10.11,104.198.218.190,983
15.887337,10.1.10.11,104.198.218.190,983
15.966350,10.1.10.11,104.198.218.190,983
16.055720,10.1.10.11,104.198.218.190,983
16.136103,10.1.10.11,104.198.218.190,983
16.235696,10.1.10.11,104.198.218.190,983
16.327219,10.1.10.11,104.198.218.190,983
16.406638,10.1.10.11,104.198.218.190,983
16.495473,10.1.10.11,104.198.218.190,983
16.576886,10.1.10.11,104.198.218.190,983
16.667602,10.1.10.11,104.198.218.190,983
16.745318,10.1.10.11,104.198.218.190,983
16.846356,10.1.10.11,104.198.218.190,983
16.927217,10.1.10.11,104.198.218.190,983
17.016523,10.1.10.11,104.198.218.190,983
17.096515,10.1.10.11,104.198.218.190,983
17.191256,10.1.10.11,104.198.218.190,983
17.266366,10.1.10.11,104.198.218.190,983
17.357199,10.1.10.11,104.198.218.190,983
17.436818,10.1.10.11,104.198.218.190,983
17.529182,10.1.10.11,104.198.218.190,983
17.615854,10.1.10.11,104.198.218.190,983
17.695549,10.1.10.11,104.198.218.190,983
17.787294,10.1.10.11,104.198.218.190,983
17.867075,10.1.10.11,104.198.218.190,983
17.956274,10.1.10.11,104.198.218.190,983
18.035452,10.1.10.11,104.198.218.190,983
18.125917,10.1.10.11,104.198.218.190,983
18.206760,10.1.10.11,104.198.218.190,983
18.296096,10.1.10.11,104.198.218.190,983
18.377375,10.1.10.11,104.198.218.190,983
18.468157,10.1.10.11,104.198.218.190,983
18.546266,10.1.10.11,104.198.218.190,983
18.637110,10.1.10.11,104.198.218.190,983
18.716731,10.1.10.11,104.198.218.190,983
18.809045,10.1.10.11,104.198.218.190,983
18.905844,10.1.10.11,104.198.218.190,983
18.986436,10.1.10.11,104.198.218.190,983
19.076730,10.1.10.11,104.198.218.190,983
19.162190,10.1.10.11,104.198.218.190,983
19.246487,10.1.10.11,104.198.218.190,983
19.325815,10.1.10.11,104.198.218.190,983
19.415600,10.1.10.11,104.198.218.190,983
19.496421,10.1.10.11,104.198.218.190,983
19.587436,10.1.10.11,104.198.218.190,983
19.666605,10.1.10.11,104.198.218.190,983
19.758011,10.1.10.11,104.198.218.190,983
19.840308,10.1.10.11,104.198.218.190,983
19.925915,10.1.10.11,104.198.218.190,983
20.005303,10.1.10.11,104.198.218.190,983
20.096001,10.1.10.11,104.198.218.190,983
20.186860,10.1.10.11,104.198.218.190,983
20.267003,10.1.10.11,104.198.218.190,983
20.357521,10.1.10.11,104.198.218.190,983
20.435619,10.1.10.11,104.198.218.190,983
20.526440,10.1.10.11,104.198.218.190,983
20.609580,10.1.10.11,104.198.218.190,983
20.696200,10.1.10.11,104.198.218.190,983
20.777188,10.1.10.11,104.198.218.190,983
20.868798,10.1.10.11,104.198.218.190,983
20.945391,10.1.10.11,104.198.218.190,983
21.036398,10.1.10.11,104.198.218.190,983
21.115865,10.1.10.11,104.198.218.190,983
21.206814,10.1.10.11,104.198.218.190,983
21.286394,10.1.10.11,104.198.218.190,983
21.375861,10.1.10.11,104.198.218.190,983
21.468146,10.1.10.11,104.198.218.190,983
21.546221,10.1.10.11,104.198.218.190,983
21.646891,10.1.10.11,104.198.218.190,983
21.739134,10.1.10.11,104.198.218.190,983
21.828553,10.1.10.11,104.198.218.190,983
21.935443,10.1.10.11,104.198.218.190,983
22.026186,10.1.10.11,104.198.218.190,983
22.108378,10.1.10.11,104.198.218.190,983
22.197585,10.1.10.11,104.198.218.190,983
22.280502,10.1.10.11,104.198.218.190,983
22.367656,10.1.10.11,104.198.218.190,983
22.447304,10.1.10.11,104.198.218.190,983
22.555719,10.1.10.11,104.198.218.190,983
22.636669,10.1.10.11,104.198.218.190,983
22.727370,10.1.10.11,104.198.218.190,983
22.816150,10.1.10.11,104.198.218.190,983
22.895807,10.1.10.11,104.198.218.190,983
22.986955,10.1.10.11,104.198.218.190,983
23.078234,10.1.10.11,104.198.218.190,983
23.196381,10.1.10.11,104.198.218.190,983
23.287650,10.1.10.11,104.198.218.190,983
23.375728,10.1.10.11,104.198.218.190,983
23.456483,10.1.10.11,104.198.218.190,983
23.546403,10.1.10.11,104.198.218.190,983
23.628832,10.1.10.11,104.198.218.190,983
23.716515,10.1.10.11,104.198.218.190,983
23.806569,10.1.10.11,104.198.218.190,983
23.896859,10.1.10.11,104.198.218.190,983
23.976312,10.1.10.11,104.198.218.190,983
24.067450,10.1.10.11,104.198.218.190,983
24.165606,10.1.10.11,104.198.218.190,983
24.245902,10.1.10.11,104.198.218.190,983
24.335891,10.1.10.11,104.198.218.190,983
24.416963,10.1.10.11,104.198.218.190,983
24.506694,10.1.10.11,104.198.218.190,983
24.585611,10.1.10.11,104.198.218.190,983
24.677761,10.1.10.11,104.198.218.190,983
24.769033,10.1.10.11,104.198.218.190,983
24.856688,10.1.10.11,104.198.218.190,983
24.935702,10.1.10.11,104.198.218.190,983
25.025601,10.1.10.11,104.198.218.190,983
25.106403,10.1.10.11,104.198.218.190,983
25.197104,10.1.10.11,104.198.218.190,983
25.279393,10.1.10.11,104.198.218.190,983
25.366871,10.1.10.11,104.198.218.190,983
25.460683,10.1.10.11,104.198.218.190,983
25.535798,10.1.10.11,104.198.218.190,983
25.628645,10.1.10.11,104.198.218.190,983
25.734853,10.1.10.11,104.198.218.190,983
25.816431,10.1.10.11,104.198.218.190,983
25.896616,10.1.10.11,104.198.218.190,983
25.985855,10.1.10.11,104.198.218.190,983
26.066510,10.1.10.11,104.198.218.190,983
26.156717,10.1.10.11,104.198.218.190,983
26.260299,10.1.10.11,104.198.218.190,983
26.367700,10.1.10.11,104.198.218.190,983
26.448167,10.1.10.11,104.198.218.190,983
26.537760,10.1.10.11,104.198.218.190,983
26.616850,10.1.10.11,104.198.218.190,983
26.707347,10.1.10.11,104.198.218.190,983
26.795604,10.1.10.11,104.198.218.190,983
26.877607,10.1.10.11,104.198.218.190,983
26.976522,10.1.10.11,104.198.218.190,983
27.056341,10.1.10.11,104.198.218.190,983
27.145912,10.1.10.11,104.198.218.190,983
27.227166,10.1.10.11,104.198.218.190,983
27.315853,10.1.10.11,104.198.218.190,983
27.397645,10.1.10.11,104.198.218.190,983
27.485685,10.1.10.11,104.198.218.190,983
27.578128,10.1.10.11,104.198.218.190,983
27.666434,10.1.10.11,104.198.218.190,983
27.750051,10.1.10.11,104.198.218.190,983
27.837085,10.1.10.11,104.198.218.190,983
27.936546,10.1.10.11,104.198.218.190,983
28.036802,10.1.10.11,104.198.218.190,983
28.127608,10.1.10.11,104.198.218.190,983
28.211040,10.1.10.11,104.198.218.190,983
28.309376,10.1.10.11,104.198.218.190,983
28.387474,10.1.10.11,104.198.218.190,983
28.476251,10.1.10.11,104.198.218.190,983
28.555796,10.1.10.11,104.198.218.190,983
28.645588,10.1.10.11,104.198.218.190,983
28.727664,10.1.10.11,104.198.218.190,983
28.815570,10.1.10.11,104.198.218.190,983
28.895823,10.1.10.11,104.198.218.190,983
28.986327,10.1.10.11,104.198.218.190,983
29.073175,10.1.10.11,104.198.218.190,983
29.156382,10.1.10.11,104.198.218.190,983
29.239824,10.1.10.11,104.198.218.190,983
29.329929,10.1.10.11,104.198.218.190,983
29.416690,10.1.10.11,104.198.218.190,983
29.495637,10.1.10.11,104.198.218.190,983
29.617204,10.1.10.11,104.198.218.190,983
29.696844,10.1.10.11,104.198.218.190,983
29.785805,10.1.10.11,104.198.218.190,983
29.876823,10.1.10.11,104.198.218.190,983
29.980874,10.1.10.11,104.198.218.190,983
30.069859,10.1.10.11,104.198.218.190,983
30.187305,10.1.10.11,104.198.218.190,983
30.266837,10.1.10.11,104.198.218.190,983
30.356370,10.1.10.11,104.198.218.190,983
30.439170,10.1.10.11,104.198.218.190,983
30.526034,10.1.10.11,104.198.218.190,983
30.607024,10.1.10.11,104.198.218.190,983
30.695541,10.1.10.11,104.198.218.190,983
30.785898,10.1.10.11,104.198.218.190,983
30.886697,10.1.10.11,104.198.218.190,983
30.981350,10.1.10.11,104.198.218.190,983
31.055799,10.1.10.11,104.198.218.190,983
31.146050,10.1.10.11,104.198.218.190,983
31.230479,10.1.10.11,104.198.218.190,983
31.329660,10.1.10.11,104.198.218.190,983
31.452451,10.1.10.11,104.198.218.190,983
31.505369,10.1.10.11,104.198.218.190,983
31.586524,10.1.10.11,104.198.218.190,983
31.679311,10.1.10.11,104.198.218.190,983
31.757424,10.1.10.11,104.198.218.190,983
31.847270,10.1.10.11,104.198.218.190,983
31.927328,10.1.10.11,104.198.218.190,983
32.017284,10.1.10.11,104.198.218.190,983
32.107010,10.1.10.11,104.198.218.190,983
32.190568,10.1.10.11,104.198.218.190,983
32.286079,10.1.10.11,104.198.218.190,983
32.366082,10.1.10.11,104.198.218.190,983
32.455468,10.1.10.11,104.198.218.190,983
32.539153,10.1.10.11,104.198.218.190,983
32.626058,10.1.10.11,104.198.218.190,983
32.706186,10.1.10.11,104.198.218.190,983
32.796970,10.1.10.11,104.198.218.190,983
32.872629,10.1.10.11,104.198.218.190,89
0.047272,10.1.10.11,104.198.218.190,983
0.138440,10.1.10.11,104.198.218.190,983
0.218105,10.1.10.11,104.198.218.190,983
0.309066,10.1.10.11,104.198.218.190,983
0.387597,10.1.10.11,104.198.218.190,983
0.477510,10.1.10.11,104.198.218.190,983
0.557080,10.1.10.11,104.198.218.190,983
0.650276,10.1.10.11,104.198.218.190,983
0.729782,10.1.10.11,104.198.218.190,983
0.819885,10.1.10.11,104.198.218.190,983
0.897469,10.1.10.11,104.198.218.190,983
0.988082,10.1.10.11,104.198.218.190,983
1.066605,10.1.10.11,104.198.218.190,983
1.156951,10.1.10.11,104.198.218.190,983
1.242628,10.1.10.11,104.198.218.190,983
1.339640,10.1.10.11,104.198.218.190,983
1.441568,10.1.10.11,104.198.218.190,983
1.511173,10.1.10.11,104.198.218.190,983
1.597501,10.1.10.11,104.198.218.190,983
1.695884,10.1.10.11,104.198.218.190,983
1.786967,10.1.10.11,104.198.218.190,983
1.868632,10.1.10.11,104.198.218.190,983
1.958738,10.1.10.11,104.198.218.190,983
2.038238,10.1.10.11,104.198.218.190,983
2.126644,10.1.10.11,104.198.218.190,983
2.207556,10.1.10.11,104.198.218.190,983
2.301355,10.1.10.11,104.198.218.190,983
2.378145,10.1.10.11,104.198.218.190,983
2.467942,10.1.10.11,104.198.218.190,983
2.547265,10.1.10.11,104.198.218.190,983
2.639144,10.1.10.11,104.198.218.190,983
2.728633,10.1.10.11,104.198.218.190,983
2.808746,10.1.10.11,104.198.218.190,983
2.897642,10.1.10.11,104.198.218.190,983
2.978740,10.1.10.11,104.198.218.190,983
3.068542,10.1.10.11,104.198.218.190,983
3.146651,10.1.10.11,104.198.218.190,983
3.237175,10.1.10.11,104.198.218.190,983
3.320937,10.1.10.11,104.198.218.190,983
3.406933,10.1.10.11,104.198.218.190,983
3.488012,10.1.10.11,104.198.218.190,983
3.577105,10.1.10.11,104.198.218.190,983
3.657426,10.1.10.11,104.198.218.190,983
3.747613,10.1.10.11,104.198.218.190,983
3.827293,10.1.10.11,104.198.218.190,983
3.917625,10.1.10.11,104.198.218.190,983
4.008280,10.1.10.11,104.198.218.190,983
4.089244,10.1.10.11,104.198.218.190,983
4.178738,10.1.10.11,104.198.218.190,983
4.257329,10.1.10.11,104.198.218.190,983
4.346736,10.1.10.11,104.198.218.190,983
4.427269,10.1.10.11,104.198.218.190,983
4.519384,10.1.10.11,104.198.218.190,983
4.599020,10.1.10.11,104.198.218.190,983
4.688770,10.1.10.11,104.198.218.190,983
4.767636,10.1.10.11,104.198.218.190,983
4.857935,10.1.10.11,104.198.218.190,983
4.948045,10.1.10.11,104.198.218.190,983
5.041129,10.1.10.11,104.198.218.190,983
5.117049,10.1.10.11,104.198.218.190,983
5.208531,10.1.10.11,104.198.218.190,983
5.300181,10.1.10.11,104.198.218.190,983
5.379604,10.1.10.11,104.198.218.190,983
5.467283,10.1.10.11,104.198.218.190,983
5.548918,10.1.10.11,104.198.218.190,983
5.649276,10.1.10.11,104.198.218.190,983
5.727304,10.1.10.11,104.198.218.190,983
5.817283,10.1.10.11,104.198.218.190,983
5.898527,10.1.10.11,104.198.218.190,983
5.987014,10.1.10.11,104.198.218.190,983
6.072651,10.1.10.11,104.198.218.190,983
6.156775,10.1.10.11,104.198.218.190,983
6.237882,10.1.10.11,104.198.218.190,983
6.327434,10.1.10.11,104.198.218.190,983
6.406983,10.1.10.11,104.198.218.190,983
6.499501,10.1.10.11,104.198.218.190,983
6.589333,10.1.10.11,104.198.218.190,983
6.670628,10.1.10.11,104.198.218.190,983
6.757587,10.1.10.11,104.198.218.190,983
6.837844,10.1.10.11,104.198.218.190,983
6.927658,10.1.10.11,104.198.218.190,983
7.007974,10.1.10.11,104.198.218.190,983
7.097022,10.1.10.11,104.198.218.190,983
7.177933,10.1.10.11,104.198.218.190,983
7.267894,10.1.10.11,104.198.218.190,983
